start_date(DD/MM/YYYY HH:MM:SS),distance(m),moving_time(HH:MM:SS),route
16/01/2019 03:43:18,10509.2,00:35:33,"[[12.96334, 77.66621], [12.963980000000001, 77.66528000000001], [12.963070000000002, 77.66435000000001], [12.965920000000002, 77.66258000000002], [12.966120000000002, 77.66202000000003], [12.965690000000002, 77.66157000000003], [12.966360000000002, 77.65779000000002], [12.967220000000001, 77.65770000000002], [12.968750000000002, 77.64846000000001], [12.968280000000002, 77.64706000000001], [12.968220000000002, 77.64506000000002], [12.967200000000002, 77.64489000000002], [12.966970000000002, 77.64277000000001], [12.962600000000002, 77.64223000000001], [12.962580000000003, 77.64182000000001], [12.962010000000003, 77.64181], [12.961470000000002, 77.64192000000001], [12.961070000000001, 77.64326000000001], [12.96053, 77.64319000000002], [12.96165, 77.63435000000001], [12.961210000000001, 77.63219000000001], [12.962320000000002, 77.62833], [12.963250000000002, 77.62665000000001], [12.965860000000003, 77.62512000000001], [12.967050000000002, 77.62273], [12.967040000000003, 77.62156], [12.966530000000002, 77.62044], [12.965470000000002, 77.61978], [12.965290000000001, 77.61785], [12.966980000000001, 77.61194], [12.966920000000002, 77.60957], [12.967980000000003, 77.60656], [12.972160000000002, 77.60413], [12.972930000000002, 77.60236], [12.972820000000002, 77.60137], [12.970410000000003, 77.60071], [12.971040000000002, 77.59787], [12.968160000000003, 77.59654], [12.965730000000002, 77.59645]]"
16/01/2019 03:44:06,6878.7,00:23:41,"[[12.99393, 77.73094], [12.992740000000001, 77.72841000000001], [12.991740000000002, 77.72848], [12.990860000000001, 77.72765000000001], [12.98905, 77.72730000000001], [12.9886, 77.72913000000001], [12.98926, 77.72606000000002], [12.99082, 77.72188000000001], [12.99209, 77.71961000000002], [12.99221, 77.71611000000001], [12.99002, 77.71359000000001], [12.98768, 77.70943000000001], [12.985209999999999, 77.70816], [12.987979999999999, 77.70716], [12.988669999999999, 77.70247], [12.98954, 77.69996], [12.98913, 77.69951], [12.989279999999999, 77.69872000000001], [12.988409999999998, 77.69844], [12.988659999999998, 77.69738000000001], [12.988369999999998, 77.69723], [12.984439999999998, 77.69773], [12.983929999999997, 77.69581000000001], [12.980979999999997, 77.69513], [12.980569999999997, 77.69695], [12.982469999999996, 77.69761], [12.982809999999995, 77.69824], [12.982579999999995, 77.69881], [12.982609999999996, 77.69830999999999], [12.982119999999997, 77.69807999999999]]"
16/01/2019 03:48:18,5769.6,00:17:27,"[[12.94766, 77.67581], [12.94752, 77.67757], [12.948250000000002, 77.67778], [12.948640000000001, 77.67526], [12.947940000000001, 77.67278999999999], [12.947870000000002, 77.67102999999999], [12.946540000000002, 77.67084999999999], [12.945850000000002, 77.66474999999998], [12.944420000000003, 77.66404999999999], [12.944530000000002, 77.66244999999999], [12.945510000000002, 77.66188], [12.946950000000003, 77.66179], [12.947570000000002, 77.66005], [12.947380000000003, 77.65587], [12.947720000000002, 77.65447999999999], [12.947400000000002, 77.64941999999999], [12.948090000000002, 77.64908], [12.949180000000002, 77.64935], [12.952230000000002, 77.65246], [12.959340000000003, 77.65425], [12.959320000000004, 77.65642000000001], [12.959620000000003, 77.65644000000002]]"
16/01/2019 03:48:51,6619,00:35:21,"[[12.95899, 77.70923], [12.95876, 77.70862000000001], [12.95657, 77.70872000000001], [12.956059999999999, 77.71197000000001], [12.956639999999998, 77.70129000000001], [12.947699999999998, 77.69918000000001], [12.942969999999997, 77.69741000000002], [12.939829999999997, 77.69562000000002], [12.933719999999997, 77.68962000000002], [12.929659999999997, 77.68499000000001], [12.928009999999997, 77.68477000000001], [12.927129999999996, 77.68571000000001], [12.924699999999996, 77.68597000000001], [12.921219999999996, 77.68558000000002], [12.921419999999996, 77.68510000000002]]"
16/01/2019 03:49:36,4480.1,00:19:12,"[[12.94527, 77.71797], [12.944690000000001, 77.71688999999999], [12.942510000000002, 77.71838], [12.940440000000002, 77.71880999999999], [12.938730000000003, 77.71713], [12.937920000000004, 77.71321], [12.938190000000004, 77.711], [12.936570000000003, 77.71048], [12.935540000000003, 77.70589000000001], [12.936550000000004, 77.7048], [12.936510000000004, 77.70366], [12.937770000000004, 77.70054], [12.938280000000004, 77.69781]]"
16/01/2019 03:51:49,1556.2,00:06:45,"[[12.85043, 77.65071], [12.85121, 77.65105], [12.85025, 77.6569], [12.85031, 77.65755999999999], [12.851140000000001, 77.65776], [12.850460000000002, 77.66287]]"
16/01/2019 03:55:54,5706.3,00:22:13,"[[13.00209, 77.62935], [13.00192, 77.62892000000001], [13.00168, 77.62929000000001], [13.001990000000001, 77.62924000000001], [13.002040000000001, 77.62976], [13.002460000000001, 77.62869], [13.001850000000001, 77.62938000000001], [13.001840000000001, 77.62904000000002], [13.001310000000002, 77.62900000000002], [13.000860000000001, 77.62694000000002], [12.997980000000002, 77.62333000000002], [12.997870000000002, 77.62181000000002], [12.995730000000002, 77.61688000000002], [12.995060000000002, 77.61765000000003], [12.991880000000002, 77.61931000000003], [12.987400000000003, 77.61939000000002], [12.987150000000003, 77.61991000000002], [12.985320000000003, 77.61884000000002], [12.982180000000003, 77.61565000000002], [12.981030000000002, 77.61592000000002], [12.980140000000002, 77.61769000000001], [12.979160000000002, 77.61828000000001], [12.977800000000002, 77.61763000000002], [12.975450000000002, 77.61741000000002], [12.976220000000001, 77.61484000000002], [12.97497, 77.61433000000001], [12.973700000000001, 77.61412000000001], [12.973170000000001, 77.61575000000002], [12.97281, 77.61578000000002]]"
16/01/2019 04:03:04,7649.9,00:26:18,"[[12.91971, 77.65222], [12.91987, 77.65159], [12.922609999999999, 77.65138999999999], [12.92245, 77.65052999999999], [12.92452, 77.64983999999998], [12.92441, 77.64508999999998], [12.92331, 77.64124999999999], [12.924320000000002, 77.63890999999998], [12.926060000000001, 77.63871999999998], [12.926560000000002, 77.63895999999998], [12.926690000000002, 77.63952999999998], [12.928950000000002, 77.64067999999997], [12.931210000000002, 77.63583999999997], [12.930720000000003, 77.63538999999997], [12.931740000000003, 77.63329999999998], [12.934100000000003, 77.63395999999997], [12.935050000000002, 77.63307999999998], [12.935730000000001, 77.63322999999998], [12.93608, 77.63349999999998], [12.936200000000001, 77.63459999999998], [12.938360000000001, 77.63268999999998], [12.938730000000001, 77.63453999999999], [12.939790000000002, 77.63607999999999], [12.946940000000001, 77.64048999999999], [12.948170000000001, 77.64056999999998], [12.949990000000001, 77.63908999999998], [12.951990000000002, 77.63990999999999], [12.950100000000003, 77.64120999999999], [12.946020000000003, 77.64653999999999]]"
16/01/2019 04:04:59,10512,09:00:21,"[[12.88498, 77.64573], [12.885440000000001, 77.64595], [12.8864, 77.64945], [12.88878, 77.64911000000001], [12.889700000000001, 77.64955], [12.890910000000002, 77.64907000000001], [12.89295, 77.65002000000001], [12.893590000000001, 77.65075000000002], [12.898560000000002, 77.65125000000002], [12.899080000000001, 77.65082000000002], [12.899560000000001, 77.64883000000002], [12.902360000000002, 77.64843000000002], [12.905000000000001, 77.64887000000002], [12.905270000000002, 77.64706000000001], [12.906070000000001, 77.64518000000001], [12.90595, 77.64435000000002], [12.911850000000001, 77.64445000000002], [12.911890000000001, 77.64279000000002], [12.91224, 77.64210000000001], [12.91389, 77.64205000000001], [12.91451, 77.63804000000002], [12.91958, 77.63823000000002], [12.92378, 77.63962000000002], [12.95944, 77.65648000000002]]"
16/01/2019 04:05:33,17969.7,01:05:24,"[[12.96096, 77.5914], [12.96138, 77.59152999999999], [12.96158, 77.59088999999999], [12.96251, 77.59109999999998], [12.96242, 77.59477999999999], [12.96403, 77.59645999999998], [12.96534, 77.59704999999998], [12.96788, 77.60007999999998], [12.970619999999998, 77.60403999999998], [12.973639999999998, 77.61059999999998], [12.974409999999997, 77.61122999999998], [12.972689999999997, 77.61897999999998], [12.972819999999997, 77.62092999999997], [12.973309999999996, 77.62233999999998], [12.975469999999996, 77.62585999999997], [12.976979999999996, 77.62677999999997], [12.978429999999996, 77.62862999999997], [12.980899999999997, 77.63035999999997], [12.982049999999997, 77.63190999999996], [12.982879999999998, 77.63716999999997], [12.986199999999998, 77.64620999999997], [13.000439999999998, 77.67630999999997], [13.000229999999998, 77.68643999999998], [12.997879999999999, 77.68959999999997], [12.995539999999998, 77.69567999999997], [12.993149999999998, 77.70497999999996], [12.992989999999999, 77.71022999999997], [12.9919, 77.71414999999996], [12.9924, 77.71603999999996], [12.99224, 77.71955999999996], [12.990910000000001, 77.72191999999995], [12.98938, 77.72601999999995], [12.988330000000001, 77.73140999999995], [12.99064, 77.73088999999996]]"
16/01/2019 04:15:19,1851.8,00:08:09,"[[12.97225, 77.71371], [12.972090000000001, 77.71192], [12.974770000000001, 77.71101], [12.975360000000002, 77.71299], [12.974250000000001, 77.71363000000001], [12.974150000000002, 77.71493000000001], [12.973390000000002, 77.71535000000002], [12.973230000000003, 77.71783000000002], [12.976130000000003, 77.71827000000002], [12.976120000000003, 77.71873000000002]]"
16/01/2019 04:15:21,6803.4,00:37:22,"[[12.96897, 77.6919], [12.96904, 77.6923], [12.97153, 77.69276], [12.97165, 77.69408000000001], [12.96799, 77.69341000000001], [12.96735, 77.69651000000002], [12.96804, 77.70144000000002], [12.96643, 77.70210000000002], [12.967080000000001, 77.70214000000001], [12.966700000000001, 77.70235000000001], [12.958070000000001, 77.70138000000001], [12.956570000000001, 77.70077000000002], [12.94874, 77.69963000000001], [12.94119, 77.69667000000001], [12.93867, 77.69494000000002], [12.93751, 77.69365000000002], [12.936779999999999, 77.69386000000002], [12.936399999999999, 77.69517000000002], [12.93456, 77.69507000000002], [12.934, 77.69541000000001], [12.93311, 77.69480000000001], [12.93466, 77.69505000000001], [12.934389999999999, 77.69538000000001], [12.932979999999999, 77.69524000000001]]"
16/01/2019 04:20:34,5865.1,00:22:23,"[[12.91936, 77.6346], [12.91962, 77.63362000000001], [12.9208, 77.63391000000001], [12.92099, 77.63319000000001], [12.92399, 77.63401000000002], [12.92479, 77.63406000000002], [12.92545, 77.63355000000001], [12.92587, 77.63459000000002], [12.92949, 77.63428000000002], [12.9299, 77.63359000000001], [12.931, 77.63399000000001], [12.932269999999999, 77.63341000000001], [12.93344, 77.63219000000001], [12.93419, 77.63275], [12.93549, 77.63145], [12.9365, 77.63236], [12.93856, 77.63282000000001], [12.93871, 77.63458000000001], [12.93978, 77.63606000000001], [12.947140000000001, 77.64059000000002], [12.94819, 77.64060000000002], [12.9499, 77.63911000000002], [12.95196, 77.63985000000001], [12.95003, 77.64126000000002], [12.94735, 77.64443000000001], [12.94608, 77.64626000000001], [12.94604, 77.64703000000002]]"
16/01/2019 04:23:32,4995.9,00:19:57,"[[12.9616, 77.72046], [12.960280000000001, 77.72022], [12.96063, 77.71643999999999], [12.9624, 77.71664], [12.96495, 77.71821], [12.96612, 77.71822], [12.96722, 77.71688], [12.96754, 77.71411], [12.96794, 77.71356], [12.97789, 77.70966], [12.97837, 77.71084], [12.97687, 77.72373], [12.97689, 77.72469000000001], [12.977709999999998, 77.72491000000001], [12.977389999999998, 77.7253]]"
16/01/2019 04:31:54,3615.9,00:15:07,"[[12.96873, 77.67293], [12.96903, 77.67075], [12.96982, 77.67013], [12.97111, 77.67022], [12.970799999999999, 77.66658], [12.974829999999999, 77.67013999999999], [12.975449999999999, 77.66846999999999], [12.975489999999999, 77.66708999999999], [12.976099999999999, 77.66688999999998], [12.976059999999999, 77.66593999999998], [12.97811, 77.66640999999998], [12.97942, 77.66610999999999], [12.979199999999999, 77.66439999999999], [12.979919999999998, 77.66390999999999], [12.979919999999998, 77.66322999999998], [12.979369999999998, 77.66160999999998], [12.979449999999998, 77.66020999999998], [12.977629999999998, 77.66000999999997], [12.978289999999998, 77.66010999999997], [12.978459999999998, 77.65977999999997]]"
16/01/2019 04:31:55,2942.6,00:14:20,"[[12.84702, 77.64607], [12.847520000000001, 77.64612], [12.84749, 77.64415], [12.84939, 77.64372], [12.85101, 77.64893000000001], [12.85115, 77.65254], [12.85079, 77.6537], [12.85093, 77.65485], [12.85035, 77.65536], [12.850330000000001, 77.6575], [12.851110000000002, 77.65765999999999], [12.850290000000003, 77.66318]]"
16/01/2019 04:45:30,3557.2,00:13:20,"[[12.95565, 77.62179], [12.95598, 77.62097], [12.95787, 77.62112], [12.96533, 77.61766], [12.96711, 77.61147], [12.96778, 77.61103], [12.97032, 77.61044], [12.969819999999999, 77.61119], [12.969899999999999, 77.61188999999999], [12.97111, 77.61251999999999], [12.97359, 77.61285999999998], [12.973329999999999, 77.61307999999998], [12.97351, 77.61395999999998]]"
16/01/2019 04:47:20,2154.3,00:09:04,"[[12.83974, 77.64681], [12.841650000000001, 77.64708], [12.841750000000001, 77.64747], [12.840140000000002, 77.6536], [12.839070000000001, 77.65575], [12.839020000000001, 77.6588], [12.839690000000001, 77.65972], [12.84284, 77.66005]]"
16/01/2019 04:49:23,10558.6,00:36:21,"[[12.99145, 77.67328], [12.99132, 77.67206], [12.99086, 77.67187], [12.99085, 77.66863], [12.9954, 77.66657], [12.99414, 77.66345], [12.99443, 77.66342], [12.99498, 77.66453], [12.99586, 77.66473], [12.998380000000001, 77.66347], [13.016340000000001, 77.66172], [13.025580000000001, 77.64016000000001], [13.02621, 77.63705], [13.027970000000002, 77.63197], [13.036600000000002, 77.62749], [13.038580000000001, 77.62523999999999], [13.03846, 77.62362999999999], [13.041310000000001, 77.62449], [13.041310000000001, 77.62097], [13.042860000000001, 77.62105], [13.044440000000002, 77.62053999999999], [13.04568, 77.62087], [13.045770000000001, 77.62129]]"
16/01/2019 04:49:24,2308.4,00:08:31,"[[12.98248, 77.67422], [12.98286, 77.67373], [12.9847, 77.67489], [12.98504, 77.67464000000001], [12.98622, 77.66948000000001], [12.985109999999999, 77.66683], [12.982579999999999, 77.66632], [12.982099999999999, 77.66564], [12.98105, 77.66539], [12.97944, 77.66611], [12.97916, 77.66556], [12.97774, 77.66547]]"
16/01/2019 04:51:24,13241.3,00:40:53,"[[12.84823, 77.64843], [12.848249999999998, 77.64624], [12.847939999999998, 77.64551], [12.849859999999998, 77.64531], [12.849499999999997, 77.64363999999999], [12.850579999999997, 77.64330999999999], [12.855729999999998, 77.64392999999998], [12.856499999999997, 77.64436999999998], [12.857589999999997, 77.64590999999999], [12.859399999999997, 77.64629999999998], [12.859359999999997, 77.64729999999999], [12.859779999999997, 77.64787999999999], [12.862629999999998, 77.64856999999999], [12.865739999999997, 77.65163], [12.870089999999998, 77.65335], [12.877019999999998, 77.64751], [12.888129999999999, 77.64084], [12.887909999999998, 77.64050999999999], [12.888409999999999, 77.64004999999999], [12.889569999999999, 77.63998], [12.902959999999998, 77.63163999999999], [12.903429999999998, 77.63023999999999], [12.904539999999999, 77.63019999999999], [12.904779999999999, 77.63056999999999], [12.90537, 77.63029999999999], [12.90753, 77.62848], [12.9179, 77.62246999999999], [12.92094, 77.62024], [12.92155, 77.62040999999999], [12.92221, 77.61955999999999], [12.92413, 77.61841], [12.924199999999999, 77.61901999999999], [12.925149999999999, 77.61769999999999], [12.931519999999999, 77.61376999999999], [12.933969999999999, 77.61255999999999], [12.936689999999999, 77.61334999999998], [12.936779999999999, 77.61212999999998]]"
16/01/2019 04:53:19,6027.6,00:23:26,"[[12.93863, 77.71588], [12.938839999999999, 77.71734], [12.940409999999998, 77.71878], [12.942769999999998, 77.71826], [12.944629999999998, 77.71687], [12.946799999999998, 77.71674], [12.946989999999998, 77.71514], [12.949089999999998, 77.71574000000001], [12.954639999999998, 77.71478], [12.956399999999999, 77.71486], [12.95943, 77.7138], [12.964089999999999, 77.71301000000001], [12.964839999999999, 77.71809000000002], [12.965459999999998, 77.71853000000002], [12.965259999999999, 77.71928000000001], [12.966569999999999, 77.71926], [12.967479999999998, 77.72031000000001], [12.967809999999998, 77.72154000000002], [12.968869999999999, 77.72168000000002], [12.97185, 77.72082000000002], [12.97204, 77.72138000000001], [12.97296, 77.72134000000001], [12.9732, 77.71791000000002], [12.97621, 77.71832000000002], [12.97607, 77.71869000000002]]"
16/01/2019 04:53:23,4367.5,00:20:14,"[[12.98372, 77.56391], [12.98385, 77.56404], [12.98384, 77.56416], [12.98395, 77.56439], [12.98408, 77.56485], [12.98409, 77.56495000000001], [12.98406, 77.56496000000001], [12.98392, 77.56498000000002], [12.98376, 77.56503000000002], [12.98351, 77.56504000000002], [12.98338, 77.56502000000002], [12.983080000000001, 77.56493000000002], [12.982990000000001, 77.56493000000002], [12.98291, 77.56497000000002], [12.982840000000001, 77.56507000000002], [12.98281, 77.56524000000002], [12.98273, 77.56551000000002], [12.98265, 77.56618000000002], [12.982569999999999, 77.56663000000002], [12.982529999999999, 77.56667000000002], [12.982479999999999, 77.56668000000002], [12.98209, 77.56668000000002], [12.98205, 77.56673000000002], [12.98227, 77.56729000000001], [12.98232, 77.56750000000001], [12.98246, 77.56772000000001], [12.98254, 77.56788], [12.98267, 77.56837], [12.98295, 77.56885], [12.98297, 77.56897], [12.98295, 77.56926999999999], [12.982930000000001, 77.56938], [12.982890000000001, 77.56949], [12.982820000000002, 77.56958], [12.982750000000003, 77.56965], [12.982480000000002, 77.56974], [12.982070000000002, 77.57002], [12.981930000000002, 77.57007], [12.981290000000001, 77.57024], [12.981050000000002, 77.57046], [12.980720000000002, 77.57069], [12.980500000000001, 77.57088], [12.980290000000002, 77.57111], [12.980220000000003, 77.57127], [12.980210000000003, 77.57147], [12.980310000000003, 77.57198000000001], [12.980330000000002, 77.57227000000002], [12.980370000000002, 77.57243000000001], [12.980490000000003, 77.57274000000001], [12.980650000000002, 77.57332000000001], [12.980700000000002, 77.57366], [12.980810000000002, 77.57455], [12.980810000000002, 77.57463], [12.980760000000002, 77.57468], [12.980600000000003, 77.57478], [12.980010000000002, 77.57488000000001], [12.979670000000002, 77.575], [12.979150000000002, 77.57508], [12.979090000000003, 77.5751], [12.979040000000003, 77.57516000000001], [12.979070000000004, 77.57571000000002], [12.979110000000004, 77.57604000000002], [12.979100000000004, 77.57677000000002], [12.979120000000004, 77.57711000000002], [12.979160000000004, 77.57728000000002], [12.979130000000003, 77.57761000000002], [12.979150000000002, 77.57784000000002], [12.979010000000002, 77.58034000000002], [12.978950000000003, 77.58079000000002], [12.978920000000002, 77.58109000000002], [12.978900000000003, 77.58122000000002], [12.978850000000003, 77.58131000000002], [12.978770000000003, 77.58135000000001], [12.978710000000003, 77.58133000000001], [12.978480000000003, 77.58115000000001], [12.977460000000002, 77.58049000000001], [12.976990000000002, 77.58015000000002], [12.976740000000003, 77.57994000000002], [12.976430000000002, 77.57974000000002], [12.976250000000002, 77.57966000000002], [12.976140000000003, 77.57960000000001], [12.975980000000003, 77.57959000000001], [12.975860000000003, 77.57953], [12.975450000000002, 77.57921], [12.975270000000002, 77.57902], [12.975070000000002, 77.57891], [12.974730000000003, 77.57866999999999], [12.974630000000003, 77.57858999999999], [12.974560000000004, 77.57848999999999], [12.974480000000003, 77.57840999999999], [12.973980000000003, 77.57802999999998], [12.973840000000003, 77.57794999999999], [12.973490000000004, 77.57783999999998], [12.973280000000004, 77.57773999999998], [12.973220000000005, 77.57772999999997], [12.973160000000005, 77.57776999999997], [12.973120000000005, 77.57783999999997], [12.973040000000005, 77.57815999999997], [12.972910000000004, 77.57843999999997], [12.972740000000003, 77.57866999999997], [12.972610000000003, 77.57896999999997], [12.972440000000002, 77.57919999999997], [12.972370000000003, 77.57931999999997], [12.972280000000003, 77.57955999999997], [12.972190000000003, 77.57974999999998], [12.972130000000003, 77.57999999999997], [12.971980000000004, 77.58031999999997], [12.971890000000004, 77.58057999999997], [12.971870000000004, 77.58067999999997], [12.971740000000004, 77.58084999999997], [12.971660000000004, 77.58101999999997], [12.971130000000004, 77.58195999999997], [12.970870000000003, 77.58226999999997], [12.970570000000004, 77.58271999999997], [12.970300000000003, 77.58296999999996], [12.970100000000004, 77.58298999999997], [12.969950000000004, 77.58298999999997], [12.969880000000005, 77.58297999999996], [12.969810000000006, 77.58293999999997], [12.969740000000007, 77.58288999999996], [12.969240000000006, 77.58265999999996], [12.968870000000006, 77.58259999999996], [12.968730000000006, 77.58260999999996], [12.968480000000007, 77.58246999999996], [12.967990000000007, 77.58224999999996], [12.967900000000007, 77.58224999999996], [12.967820000000007, 77.58230999999996], [12.967790000000006, 77.58230999999996], [12.967710000000006, 77.58224999999996], [12.967540000000005, 77.58200999999995], [12.967440000000005, 77.58191999999995], [12.967260000000005, 77.58179999999996], [12.966860000000004, 77.58157999999996], [12.966620000000004, 77.58137999999995], [12.966580000000004, 77.58137999999995], [12.966560000000005, 77.58139999999996], [12.966370000000005, 77.58164999999995], [12.966350000000006, 77.58164999999995], [12.966330000000006, 77.58158999999995], [12.966320000000007, 77.58158999999995]]"
16/01/2019 05:13:27,6665.3,00:17:38,"[[12.92366, 77.6718], [12.9206, 77.66516], [12.92352, 77.65516], [12.92432, 77.65066], [12.92408, 77.64784], [12.92228, 77.64531000000001], [12.91655, 77.64031000000001], [12.915780000000002, 77.63836000000002], [12.912400000000002, 77.63812000000001], [12.912370000000001, 77.63371000000002]]"
16/01/2019 05:18:18,8888.2,00:39:08,"[[19.20699, 72.84224], [19.2067, 72.84348], [19.2042, 72.84353], [19.20424, 72.84556], [19.203329999999998, 72.84561000000001], [19.203129999999998, 72.84635], [19.199559999999998, 72.84581], [19.19815, 72.84611], [19.198249999999998, 72.84754], [19.198749999999997, 72.84772], [19.198139999999995, 72.84804], [19.194699999999994, 72.84715], [19.190099999999994, 72.84681], [19.189899999999994, 72.84829], [19.189379999999993, 72.84864], [19.189379999999993, 72.84999], [19.18433999999999, 72.8502], [19.18378999999999, 72.85059], [19.18335999999999, 72.8535], [19.18391999999999, 72.85485], [19.18339999999999, 72.85593], [19.182289999999988, 72.85661], [19.182289999999988, 72.8571], [19.181639999999987, 72.85730000000001], [19.180999999999987, 72.85821000000001], [19.180209999999988, 72.85831000000002], [19.18066999999999, 72.85916000000002], [19.17989999999999, 72.85869000000001], [19.178439999999988, 72.85870000000001], [19.17578999999999, 72.85952000000002], [19.17624999999999, 72.86000000000001], [19.17489999999999, 72.86143000000001], [19.17574999999999, 72.86545000000001], [19.17569999999999, 72.87177000000001], [19.17643999999999, 72.87662000000002], [19.176479999999987, 72.88092000000002], [19.178059999999988, 72.88353000000002], [19.176929999999988, 72.88345000000002], [19.17635999999999, 72.88169000000002]]"
16/01/2019 05:19:21,6404.1,00:20:13,"[[12.9822, 80.21166], [12.98254, 80.21638999999999], [12.98226, 80.21652999999999], [12.9824, 80.21779], [12.98152, 80.21808999999999], [12.98175, 80.22044], [12.98098, 80.22097], [12.977630000000001, 80.22117], [12.9776, 80.22255], [12.97714, 80.22269], [12.9818, 80.23063], [12.98211, 80.23171], [12.981250000000001, 80.23473000000001], [12.981420000000002, 80.24334000000002], [12.980830000000001, 80.24927000000002], [12.98004, 80.25263000000002], [12.978660000000001, 80.25259000000003], [12.976690000000001, 80.25133000000002], [12.970580000000002, 80.24970000000002], [12.970070000000002, 80.25021000000002]]"
