start_date(DD/MM/YYYY HH:MM:SS),distance(m),moving_time(HH:MM:SS),route
11/01/2019 02:46:44,16440.8,00:55:04,"[[12.92706, 77.54747], [12.924550000000002, 77.55201000000001], [12.921720000000002, 77.56135], [12.918440000000002, 77.5642], [12.913210000000003, 77.56654], [12.906980000000003, 77.57180000000001], [12.906540000000003, 77.57384], [12.906110000000004, 77.58678], [12.906440000000003, 77.58914], [12.906220000000003, 77.59642], [12.907360000000002, 77.60042999999999], [12.906010000000002, 77.60184999999998], [12.905560000000001, 77.60665999999999], [12.90591, 77.60842999999998], [12.904950000000001, 77.61221999999998], [12.908330000000001, 77.61376999999997], [12.908190000000001, 77.61427999999998], [12.908710000000001, 77.61491999999998], [12.915350000000002, 77.61652999999998], [12.914020000000002, 77.61775999999999], [12.916000000000002, 77.61858999999998], [12.916140000000002, 77.61991999999998], [12.917810000000003, 77.62471999999998], [12.916980000000002, 77.62867999999999], [12.916160000000003, 77.63875999999999], [12.917560000000003, 77.64097999999998], [12.922140000000004, 77.64473999999998], [12.923630000000005, 77.64649999999999], [12.924450000000004, 77.64855999999999], [12.924530000000004, 77.65082999999998], [12.923820000000005, 77.65400999999999], [12.921770000000004, 77.65991999999999], [12.920230000000004, 77.66612999999998], [12.917720000000005, 77.67229999999998]]"
11/01/2019 02:57:54,8377.7,00:33:53,"[[12.99854, 77.72216], [13.00358, 77.7234], [13.00448, 77.71924], [13.00461, 77.71321999999999], [13.00428, 77.71131], [13.00428, 77.70612], [13.00515, 77.70223], [13.008090000000001, 77.69642], [13.008230000000001, 77.69365], [13.0073, 77.68948], [13.000160000000001, 77.67644], [12.991280000000001, 77.65781]]"
11/01/2019 02:58:05,9946.9,00:31:30,"[[12.97528, 77.69399], [12.97171, 77.69329], [12.97148, 77.69277000000001], [12.96955, 77.69232000000001], [12.96897, 77.69232000000001], [12.96869, 77.69349000000001], [12.96671, 77.69312000000001], [12.963830000000002, 77.69176], [12.963400000000002, 77.69023], [12.955700000000002, 77.69165], [12.954340000000002, 77.68038], [12.957760000000002, 77.67265], [12.958010000000002, 77.66758], [12.95878, 77.66364], [12.956890000000001, 77.66311], [12.956920000000002, 77.66198], [12.955730000000003, 77.66186], [12.955550000000002, 77.66085000000001], [12.952850000000002, 77.66100000000002], [12.952610000000002, 77.65262000000001], [12.951770000000002, 77.65225000000001], [12.950650000000001, 77.65062], [12.94921, 77.64944], [12.94607, 77.64903], [12.94795, 77.64641], [12.946380000000001, 77.64582], [12.94598, 77.64636], [12.946100000000001, 77.64695]]"
11/01/2019 03:06:40,11307.3,00:53:44,"[[12.88923, 77.63798], [12.88872, 77.63828], [12.888739999999999, 77.63931], [12.8906, 77.64374], [12.892729999999998, 77.64474999999999], [12.896969999999998, 77.64544], [12.898969999999998, 77.64501999999999], [12.90125, 77.64560999999999], [12.900379999999998, 77.64693999999999], [12.899499999999998, 77.64746999999998], [12.899539999999998, 77.64877999999999], [12.903369999999999, 77.64864999999999], [12.90382, 77.65041999999998], [12.90479, 77.65096999999999], [12.90892, 77.65185999999999], [12.92252, 77.65145999999999], [12.92436, 77.65182999999999], [12.9237, 77.65545999999999], [12.92205, 77.66013999999998], [12.92085, 77.66506999999999], [12.93018, 77.68487999999999], [12.93177, 77.68472999999999], [12.93159, 77.68658999999998], [12.93534, 77.69062999999998], [12.93658, 77.69050999999999], [12.93633, 77.69077999999999], [12.93639, 77.69003], [12.93633, 77.69094], [12.93665, 77.69013], [12.93625, 77.68963], [12.93712, 77.68938999999999], [12.93676, 77.6895]]"
11/01/2019 03:07:35,4398.5,00:19:07,"[[12.95288, 77.71521], [12.95583, 77.71472], [12.96251, 77.71683], [12.96546, 77.71841], [12.96521, 77.71939], [12.96695, 77.71959000000001], [12.9679, 77.72156000000001], [12.96889, 77.72165000000001], [12.97188, 77.72074], [12.97199, 77.72192000000001], [12.971119999999999, 77.72673000000002], [12.9765, 77.72728000000002], [12.97618, 77.73136000000002], [12.97585, 77.73144000000002]]"
11/01/2019 03:16:47,5654.7,00:23:23,"[[12.96829, 77.71585], [12.96853, 77.71558], [12.96839, 77.7161], [12.96743, 77.7163], [12.96767, 77.71383], [12.96946, 77.71273000000001], [12.979899999999999, 77.70895], [12.985059999999999, 77.70816], [12.98796, 77.70722], [12.988589999999999, 77.70275000000001], [12.989569999999999, 77.69998000000001], [12.989149999999999, 77.69958000000001], [12.989299999999998, 77.69872000000001], [12.988429999999997, 77.69845000000001], [12.988679999999997, 77.69739000000001], [12.984479999999996, 77.69776000000002], [12.983969999999996, 77.69584000000002], [12.982329999999996, 77.69566000000002], [12.982959999999995, 77.69651000000002], [12.983049999999995, 77.69770000000001], [12.982599999999994, 77.69778000000001], [12.982589999999995, 77.69883000000002], [12.982009999999995, 77.69790000000002]]"
11/01/2019 03:18:52,3497,00:20:29,"[[12.89124, 77.62283], [12.89242, 77.62325999999999], [12.892059999999999, 77.62562999999999], [12.892309999999998, 77.62590999999999], [12.894429999999998, 77.62570999999998], [12.902209999999998, 77.62740999999998], [12.903589999999998, 77.62716999999998], [12.906239999999997, 77.62779999999998], [12.907019999999997, 77.62903999999997], [12.908459999999998, 77.62821999999997], [12.909009999999999, 77.62880999999997], [12.910799999999998, 77.62841999999998], [12.911109999999999, 77.62952999999997], [12.911639999999998, 77.62973999999997], [12.912429999999999, 77.63235999999996], [12.913189999999998, 77.63234999999996]]"
11/01/2019 03:22:34,1830.3,00:07:20,"[[12.9775, 77.67562], [12.97669, 77.67326999999999], [12.97691, 77.67204999999998], [12.97633, 77.67159999999998], [12.97611, 77.67066999999999], [12.975, 77.67027999999999], [12.975019999999999, 77.66978999999999], [12.97561, 77.66696999999999], [12.976709999999999, 77.66705999999999], [12.976849999999999, 77.66608], [12.978169999999999, 77.66644], [12.979439999999999, 77.66622], [12.979019999999998, 77.66483]]"
11/01/2019 03:24:08,10364.6,00:34:41,"[[12.98704, 77.55855], [12.98602, 77.5587], [12.98585, 77.5592], [12.984039999999998, 77.55901], [12.982829999999998, 77.56126], [12.982079999999998, 77.56674000000001], [12.982959999999999, 77.5695], [12.98125, 77.57027000000001], [12.98031, 77.57146], [12.980939999999999, 77.57477], [12.980399999999998, 77.58055], [12.975119999999997, 77.58852], [12.975099999999998, 77.59035], [12.975849999999998, 77.59031], [12.976189999999997, 77.59095], [12.974829999999997, 77.59332], [12.967209999999998, 77.59493], [12.965299999999997, 77.59585], [12.965289999999998, 77.59698], [12.964229999999997, 77.59687], [12.962329999999998, 77.59895999999999], [12.961669999999998, 77.59916], [12.957979999999997, 77.60616999999999], [12.951289999999997, 77.60534999999999], [12.942679999999998, 77.60798999999999], [12.935919999999998, 77.61159999999998], [12.936759999999998, 77.61145999999998], [12.936869999999997, 77.61178999999998]]"
11/01/2019 03:26:44,5247.7,00:17:07,"[[12.99424, 77.685], [12.99258, 77.68533000000001], [12.98873, 77.68443], [12.98858, 77.67956000000001], [12.988280000000001, 77.67873000000002], [12.984240000000002, 77.67921000000001], [12.983580000000002, 77.67977], [12.986180000000001, 77.67012000000001], [12.98606, 77.66895000000001], [12.985100000000001, 77.66709000000002], [12.98545, 77.66393000000002], [12.98392, 77.66375000000002], [12.98326, 77.66299000000002], [12.983279999999999, 77.66155000000002], [12.984119999999999, 77.66041000000001], [12.98326, 77.65883000000001], [12.98143, 77.65840000000001], [12.980699999999999, 77.65669000000001], [12.980159999999998, 77.65641000000001], [12.979739999999998, 77.65801], [12.979629999999998, 77.65766], [12.978919999999999, 77.65781000000001]]"
11/01/2019 03:26:46,12443.5,00:41:25,"[[12.85144, 77.60898], [12.85462, 77.60951], [12.861, 77.61304], [12.862670000000001, 77.61497], [12.86616, 77.61573], [12.866560000000002, 77.61628999999999], [12.875930000000002, 77.61689], [12.876240000000003, 77.61479], [12.876010000000003, 77.6132], [12.876850000000003, 77.61024], [12.878210000000003, 77.61031], [12.878800000000004, 77.60975], [12.886740000000003, 77.61035000000001], [12.886590000000004, 77.60636000000001], [12.887220000000003, 77.60324000000001], [12.888850000000003, 77.60314000000001], [12.890540000000003, 77.59814000000001], [12.892020000000004, 77.59860000000002], [12.892830000000004, 77.59568000000002], [12.896130000000003, 77.59624000000001], [12.896300000000004, 77.59547], [12.897260000000003, 77.59555], [12.897560000000002, 77.5945], [12.903730000000001, 77.59501], [12.903960000000001, 77.59440000000001], [12.905520000000001, 77.59435], [12.90614, 77.59391000000001], [12.906270000000001, 77.59198], [12.910050000000002, 77.59194000000001], [12.910350000000001, 77.59142000000001], [12.916690000000001, 77.59161000000002], [12.9169, 77.58955000000002], [12.92311, 77.58954000000001], [12.92337, 77.58815000000001], [12.92616, 77.58808000000002], [12.926369999999999, 77.58292000000002], [12.930019999999999, 77.58275000000002]]"
11/01/2019 03:28:03,21344.5,01:02:12,"[[12.91245, 77.54564], [12.91273, 77.54586], [12.911669999999999, 77.55061], [12.91279, 77.55082], [12.911729999999999, 77.55233], [12.911359999999998, 77.55414999999999], [12.911649999999998, 77.55502], [12.911449999999999, 77.55721], [12.911649999999998, 77.55843], [12.912759999999999, 77.55882], [12.912639999999998, 77.55955], [12.913729999999997, 77.55996], [12.912929999999998, 77.5659], [12.913799999999998, 77.56614], [12.90688, 77.5719], [12.9064, 77.58031], [12.9042, 77.58035], [12.90364, 77.58187], [12.898589999999999, 77.58194999999999], [12.898069999999999, 77.58273999999999], [12.89594, 77.58179999999999], [12.89238, 77.58192999999999], [12.89186, 77.58547999999999], [12.891219999999999, 77.5872], [12.892269999999998, 77.59009999999999], [12.891189999999998, 77.59353999999999], [12.891049999999998, 77.59662999999999], [12.888979999999998, 77.60309999999998], [12.887239999999998, 77.60319999999999], [12.886639999999998, 77.60638999999999], [12.886989999999997, 77.61228999999999], [12.886779999999998, 77.61513999999998], [12.885169999999999, 77.61593999999998], [12.884659999999998, 77.61834999999998], [12.883899999999999, 77.61816999999998], [12.883719999999999, 77.62174999999998], [12.884659999999998, 77.62193999999998], [12.883639999999998, 77.62216999999998], [12.882519999999998, 77.62341999999998], [12.881339999999998, 77.62327999999998], [12.880939999999997, 77.62462999999998], [12.878609999999997, 77.62466999999998], [12.877849999999997, 77.62550999999998], [12.877709999999997, 77.62674999999997], [12.878259999999997, 77.63091999999997], [12.878589999999997, 77.63242999999997], [12.879249999999997, 77.63284999999998], [12.879569999999998, 77.63544999999998], [12.878479999999998, 77.63800999999998], [12.877179999999997, 77.63903999999998], [12.874359999999998, 77.64024999999998], [12.873659999999997, 77.64313999999997], [12.874699999999997, 77.64904999999997], [12.868979999999997, 77.65423999999997], [12.856239999999996, 77.66431999999998], [12.854409999999996, 77.66287999999997], [12.853789999999996, 77.66079999999997], [12.853159999999997, 77.66050999999996], [12.850849999999998, 77.66033999999996], [12.850309999999997, 77.66262999999996], [12.849529999999996, 77.66304999999997], [12.847179999999996, 77.66227999999997], [12.846949999999996, 77.66160999999997], [12.845509999999996, 77.66158999999996], [12.845039999999996, 77.66024999999996], [12.841979999999996, 77.66052999999997], [12.839099999999997, 77.65935999999996], [12.838219999999996, 77.66162999999996]]"
11/01/2019 03:28:49,23588.3,01:04:07,"[[12.86494, 77.65697], [12.87725, 77.64712], [12.88621, 77.64193], [12.8992, 77.6336], [12.90634, 77.62964], [12.90806, 77.62819999999999], [12.920300000000001, 77.62055], [12.921090000000001, 77.62021999999999], [12.9228, 77.62312999999999], [12.9242, 77.62834999999998], [12.929630000000001, 77.61500999999998], [12.941340000000002, 77.60853999999999], [12.951750000000002, 77.60517999999999], [12.962280000000002, 77.60672999999998], [12.96535, 77.60679999999998], [12.96775, 77.60633999999997], [12.97218, 77.60427999999997], [12.9728, 77.60330999999998], [12.97306, 77.60134999999998], [12.975760000000001, 77.60161999999998], [12.97639, 77.60084999999998], [12.97671, 77.59918999999998], [12.98099, 77.59692999999997], [12.98245, 77.59264999999998], [12.98304, 77.59203999999998], [12.984670000000001, 77.58829999999999], [12.986600000000001, 77.58867], [12.989260000000002, 77.58578999999999], [12.997610000000002, 77.58429], [12.997730000000002, 77.58286], [12.998900000000003, 77.58140999999999], [12.999220000000003, 77.57813999999999], [13.006340000000003, 77.57852], [13.007700000000003, 77.57607], [13.007550000000004, 77.57346], [13.007930000000004, 77.57234], [13.012180000000004, 77.56871], [13.018560000000004, 77.55796], [13.015610000000004, 77.55569], [13.014260000000004, 77.55566999999999]]"
11/01/2019 03:31:48,11641,01:01:33,"[[12.97714, 77.53232], [12.97653, 77.53355], [12.97586, 77.53387000000001], [12.97643, 77.53403], [12.97617, 77.53439], [12.97632, 77.53386], [12.97637, 77.53433000000001], [12.976609999999999, 77.53384000000001], [12.9764, 77.53414000000001], [12.97582, 77.53391], [12.97555, 77.5348], [12.975670000000001, 77.53841], [12.97507, 77.54487999999999], [12.97741, 77.54581999999999], [12.97377, 77.55023999999999], [12.97549, 77.55311999999999], [12.975800000000001, 77.56394999999999], [12.975940000000001, 77.56439999999999], [12.97765, 77.56481], [12.979470000000001, 77.56437], [12.98182, 77.56448], [12.982040000000001, 77.56667], [12.982970000000002, 77.5693], [12.980240000000002, 77.57136], [12.980850000000002, 77.57451999999999], [12.980050000000002, 77.58126999999999], [12.975030000000002, 77.58852999999999], [12.974890000000002, 77.59016], [12.975670000000003, 77.5903], [12.976100000000002, 77.59087], [12.975110000000003, 77.59322999999999], [12.976660000000003, 77.59526], [12.976910000000002, 77.59756999999999], [12.976190000000003, 77.60401999999999], [12.975000000000003, 77.60758999999999], [12.975250000000003, 77.60799999999999], [12.973430000000002, 77.61513], [12.972810000000003, 77.61582]]"
11/01/2019 03:32:44,16069.5,01:07:30,"[[13.02652, 77.66162], [13.02481, 77.66402], [13.02363, 77.66338999999999], [13.02252, 77.66569999999999], [13.02064, 77.66627999999999], [13.01848, 77.66545999999998], [13.01456, 77.66529999999999], [13.01419, 77.66681999999999], [13.012049999999999, 77.66635999999998], [13.006379999999998, 77.66672999999999], [13.003979999999999, 77.66627999999999], [13.00382, 77.66489999999999], [13.00286, 77.66483], [13.00272, 77.66427999999999], [13.00034, 77.66481999999999], [12.9991, 77.66730999999999], [12.99979, 77.66980999999998], [12.99755, 77.67016999999998], [13.00034, 77.67639999999999], [13.00051, 77.68027], [13.00025, 77.68127], [12.990169999999999, 77.68836999999999], [12.985259999999998, 77.69127999999999], [12.984659999999998, 77.69214], [12.983039999999997, 77.69268], [12.967359999999998, 77.70214999999999], [12.956599999999998, 77.70125999999999], [12.943659999999998, 77.69779], [12.939739999999997, 77.69545], [12.939159999999998, 77.69555], [12.939129999999997, 77.69505], [12.933629999999997, 77.68955], [12.929749999999997, 77.68504], [12.927939999999996, 77.68476], [12.927229999999996, 77.68567999999999], [12.925379999999997, 77.68593999999999], [12.925259999999996, 77.68811999999998], [12.924289999999996, 77.68813999999999], [12.924309999999995, 77.68863999999999]]"
11/01/2019 03:35:27,4017.1,00:11:31,"[[23.0227, 72.52021], [23.02302, 72.52205000000001], [23.0228, 72.52574000000001], [23.02565, 72.52678000000002], [23.024639999999998, 72.52923000000001], [23.02443, 72.53208000000001], [23.02366, 72.53414000000001], [23.02281, 72.53840000000001], [23.02262, 72.54254000000002], [23.02196, 72.54615000000001], [23.02264, 72.55060000000002], [23.02097, 72.55355000000002], [23.0216, 72.55479000000001], [23.021829999999998, 72.55467000000002]]"
11/01/2019 03:37:27,6148.4,00:20:47,"[[12.96157, 77.6729], [12.96182, 77.67228], [12.96112, 77.6721], [12.96173, 77.67034], [12.96129, 77.66828], [12.96191, 77.66817999999999], [12.96398, 77.66535999999999], [12.96304, 77.66443], [12.96591, 77.66257999999999], [12.965879999999999, 77.66219], [12.966759999999999, 77.66149], [12.967889999999999, 77.65235], [12.968779999999999, 77.64801], [12.968309999999999, 77.64762999999999], [12.9682, 77.64498999999999], [12.96753, 77.64478999999999], [12.96736, 77.64155999999998], [12.96181, 77.64180999999998], [12.960749999999999, 77.64331999999997], [12.960469999999999, 77.64296999999998], [12.960719999999998, 77.63997999999998], [12.958759999999998, 77.63973999999997], [12.958799999999998, 77.63841999999997], [12.956459999999998, 77.63800999999997], [12.955769999999998, 77.63718999999996]]"
11/01/2019 03:38:00,16592.3,01:13:37,"[[12.97088, 77.70575], [12.97065, 77.70711], [12.969299999999999, 77.70669], [12.96773, 77.70419], [12.96692, 77.70343], [12.96615, 77.70339], [12.966560000000001, 77.70300999999999], [12.965860000000001, 77.70236], [12.959140000000001, 77.70129], [12.956540000000002, 77.70129], [12.954890000000002, 77.7006], [12.949010000000003, 77.69964999999999], [12.943620000000003, 77.69789999999999], [12.938730000000003, 77.69509], [12.929990000000004, 77.6852], [12.920810000000003, 77.66581], [12.920630000000003, 77.66476999999999], [12.921790000000003, 77.65999], [12.923320000000004, 77.65571999999999], [12.924660000000005, 77.64943999999998], [12.924430000000005, 77.64533999999999], [12.923300000000005, 77.64126999999999], [12.925190000000004, 77.63682999999999], [12.924150000000004, 77.62883], [12.929550000000004, 77.61502999999999], [12.931960000000004, 77.61332999999999], [12.935770000000003, 77.60807999999999], [12.936440000000003, 77.60617999999998], [12.936770000000003, 77.60178999999998], [12.932100000000002, 77.60087999999998], [12.931890000000003, 77.60200999999998], [12.932060000000003, 77.60179999999998]]"
11/01/2019 03:38:31,3215.6,00:12:38,"[[12.98453, 77.70818], [12.98794, 77.70719], [12.98862, 77.70258], [12.9895, 77.69998], [12.989139999999999, 77.69957], [12.989329999999999, 77.69874], [12.98842, 77.69848], [12.988629999999999, 77.69744], [12.98795, 77.69719], [12.98444, 77.69779000000001], [12.983929999999999, 77.69587000000001], [12.98233, 77.69567], [12.98294, 77.69659], [12.982999999999999, 77.69764], [12.982569999999999, 77.69774000000001], [12.98279, 77.69824000000001], [12.98251, 77.69886000000001], [12.9813, 77.69766000000001], [12.981779999999999, 77.69797000000001]]"
11/01/2019 03:39:23,8990.8,00:39:57,"[[12.94755, 77.75623], [12.94759, 77.75584], [12.94816, 77.7557], [12.94746, 77.75437000000001], [12.94666, 77.75419000000001], [12.94584, 77.75293], [12.94336, 77.75095], [12.94274, 77.74940000000001], [12.94248, 77.74705], [12.93924, 77.74746], [12.938229999999999, 77.74690000000001], [12.9393, 77.73884000000001], [12.93923, 77.73115000000001], [12.939770000000001, 77.72438000000001], [12.938970000000001, 77.71774], [12.937880000000002, 77.71345000000001], [12.938190000000002, 77.71098], [12.936650000000002, 77.71054000000001], [12.935830000000003, 77.7064], [12.935380000000002, 77.70573], [12.935440000000002, 77.70474], [12.935570000000002, 77.70386], [12.936490000000003, 77.7038], [12.937230000000003, 77.70227], [12.938340000000004, 77.69778], [12.939410000000004, 77.69515], [12.942250000000005, 77.69673], [12.942340000000005, 77.69561], [12.941600000000005, 77.69414], [12.942150000000005, 77.69162], [12.942600000000006, 77.6912], [12.943000000000007, 77.69152]]"
11/01/2019 03:40:14,3404.9,00:16:56,"[[12.9908, 77.71778], [12.98825, 77.71866], [12.984020000000001, 77.71862], [12.981010000000001, 77.7171], [12.980310000000001, 77.72191000000001], [12.97714, 77.72184000000001], [12.97683, 77.72136000000002], [12.97306, 77.72139000000001], [12.97328, 77.71794000000001], [12.976030000000002, 77.71845000000002]]"
11/01/2019 03:40:19,6185.3,00:26:22,"[[12.92272, 77.63483], [12.92335, 77.63485999999999], [12.92348, 77.63395999999999], [12.92484, 77.63409999999999], [12.92537, 77.63360999999999], [12.926329999999998, 77.63395999999999], [12.929559999999999, 77.63360999999999], [12.92978, 77.63323999999999], [12.931, 77.63401999999999], [12.93165, 77.63336], [12.93219, 77.63345], [12.93345, 77.63216], [12.934180000000001, 77.63275], [12.93542, 77.63148], [12.93854, 77.63279], [12.93879, 77.63476], [12.939649999999999, 77.63599], [12.947289999999999, 77.64070000000001], [12.948179999999999, 77.64063000000002], [12.949499999999999, 77.63927000000001], [12.950249999999999, 77.63908], [12.954289999999999, 77.64123000000001], [12.960409999999998, 77.64161000000001], [12.955929999999999, 77.64153000000002], [12.955799999999998, 77.64197000000001], [12.954709999999999, 77.64189000000002], [12.95464, 77.64243000000002], [12.953809999999999, 77.64279000000002], [12.95389, 77.64216000000002]]"
11/01/2019 03:41:07,16156.3,00:58:45,"[[12.97885, 77.76819], [12.97853, 77.76961], [12.975959999999999, 77.7711], [12.974649999999999, 77.77113], [12.973289999999999, 77.77021], [12.969649999999998, 77.76610000000001], [12.967349999999998, 77.76461], [12.966639999999998, 77.76312], [12.965269999999999, 77.76307], [12.964719999999998, 77.76189], [12.965189999999998, 77.75649999999999], [12.963729999999998, 77.75140999999999], [12.961389999999998, 77.74772999999999], [12.956679999999999, 77.74558999999999], [12.955939999999998, 77.74459999999999], [12.954509999999999, 77.74419999999999], [12.95305, 77.74412], [12.94929, 77.74524], [12.945599999999999, 77.74703], [12.94141, 77.74709999999999], [12.94136, 77.74636], [12.93972, 77.74593], [12.939689999999999, 77.74517], [12.9385, 77.74481], [12.93937, 77.73783], [12.93925, 77.73087], [12.93977, 77.72465], [12.93914, 77.71849], [12.93789, 77.71326], [12.93822, 77.71090000000001], [12.93661, 77.71044], [12.93566, 77.70581], [12.93609, 77.70574], [12.93655, 77.70489], [12.93647, 77.70375], [12.9325, 77.70374], [12.927589999999999, 77.70237], [12.925799999999999, 77.70028], [12.92686, 77.69778000000001], [12.92724, 77.69481], [12.924399999999999, 77.69477], [12.92635, 77.69138000000001], [12.92661, 77.68952000000002], [12.92786, 77.68919000000001], [12.92829, 77.686], [12.92993, 77.68512000000001], [12.929540000000001, 77.68447000000002], [12.927950000000001, 77.68451000000002], [12.92664, 77.68549000000002], [12.92505, 77.68565000000001], [12.9244, 77.68549000000002], [12.92453, 77.68479000000002], [12.923960000000001, 77.68469000000002], [12.92468, 77.68432000000001]]"
11/01/2019 03:46:31,1808.7,00:09:33,"[[12.84928, 77.65047], [12.85124, 77.65098], [12.850290000000001, 77.65696], [12.850320000000002, 77.65756999999999], [12.851140000000001, 77.65762], [12.851180000000001, 77.65832999999999], [12.850180000000002, 77.66311999999999]]"
11/01/2019 03:49:14,4386.6,00:18:08,"[[12.9234, 77.66956], [12.92289, 77.66998000000001], [12.92439, 77.67375000000001], [12.92718, 77.67864000000002], [12.92963, 77.68428000000002], [12.93328, 77.68888000000001], [12.93922, 77.69512000000002], [12.9375, 77.69380000000001], [12.93689, 77.69377000000001], [12.93642, 77.69507000000002], [12.93483, 77.69520000000001], [12.93554, 77.69608000000001]]"
11/01/2019 03:55:36,5444.3,00:18:02,"[[13.00079, 77.62727], [13.00102, 77.62778999999999], [13.00141, 77.62763999999999], [13.001, 77.62772999999999], [13.00122, 77.62782999999999], [13.0007, 77.62615], [12.99817, 77.62279], [12.9981, 77.62109], [12.995690000000002, 77.61612], [12.991980000000002, 77.61851], [12.987660000000002, 77.61893], [12.987170000000003, 77.61986], [12.985370000000003, 77.61886], [12.982330000000003, 77.61565999999999], [12.981020000000003, 77.61590999999999], [12.980150000000002, 77.61764999999998], [12.979130000000001, 77.61822999999998], [12.978330000000001, 77.61772999999998], [12.97549, 77.61739999999998], [12.976090000000001, 77.61472999999998], [12.973790000000001, 77.61397999999998], [12.973230000000001, 77.61559999999999], [12.972600000000002, 77.61539999999998]]"
11/01/2019 03:58:20,10102.1,00:45:48,"[[12.91696, 77.54575], [12.91671, 77.54641], [12.91716, 77.54674999999999], [12.922400000000001, 77.54751999999999], [12.92312, 77.54887], [12.929910000000001, 77.55229999999999], [12.931260000000002, 77.55493999999999], [12.932670000000002, 77.55648], [12.934210000000002, 77.55917], [12.934630000000002, 77.56052], [12.933680000000003, 77.56269], [12.937460000000003, 77.56451], [12.937980000000003, 77.56968], [12.940520000000003, 77.57368000000001], [12.940600000000003, 77.57982000000001], [12.943510000000003, 77.58024000000002], [12.943740000000004, 77.58487000000002], [12.945610000000004, 77.58631000000003], [12.946560000000003, 77.59001000000002], [12.948470000000004, 77.59278000000002], [12.949040000000004, 77.59324000000002], [12.950040000000003, 77.59276000000003], [12.951600000000003, 77.59036000000003], [12.961900000000004, 77.59440000000004], [12.963670000000004, 77.59622000000003], [12.965220000000004, 77.59707000000003], [12.967280000000004, 77.59951000000004], [12.968670000000005, 77.60166000000004], [12.968060000000005, 77.60186000000004]]"
11/01/2019 04:03:36,5621.6,00:28:18,"[[12.96903, 77.6918], [12.96876, 77.69348], [12.96795, 77.69341999999999], [12.96737, 77.69646999999999], [12.968010000000001, 77.70147999999999], [12.96643, 77.70204999999999], [12.967020000000002, 77.70211999999998], [12.966590000000002, 77.70224999999998], [12.956540000000002, 77.70119999999997], [12.948100000000002, 77.69937999999998], [12.942730000000003, 77.69739999999997], [12.939110000000003, 77.69526999999998], [12.937480000000003, 77.69370999999998], [12.936780000000002, 77.69390999999999], [12.936470000000002, 77.69512999999999], [12.934530000000002, 77.69509], [12.933280000000002, 77.69556999999999]]"
11/01/2019 04:04:27,5122.7,00:20:53,"[[12.96207, 77.72082], [12.96193, 77.72044], [12.960280000000001, 77.72039], [12.96049, 77.71647], [12.96239, 77.71678], [12.96492, 77.71821], [12.96598, 77.71828], [12.966990000000001, 77.71731999999999], [12.96743, 77.71617999999998], [12.96753, 77.71405999999998], [12.96797, 77.71341999999997], [12.9779, 77.70967999999998], [12.97829, 77.71075999999998], [12.978119999999999, 77.71332999999998], [12.9774, 77.71664999999999], [12.97688, 77.72219999999999], [12.9771, 77.72293999999998], [12.9768, 77.72383999999998], [12.976890000000001, 77.72471999999998], [12.97761, 77.72496999999997]]"
11/01/2019 04:08:16,9859.9,00:35:55,"[[12.95816, 77.7093], [12.95791, 77.7089], [12.95666, 77.70901], [12.95675, 77.70498], [12.95646, 77.70491000000001], [12.95616, 77.70907000000001], [12.95698, 77.69929], [12.95514, 77.68874000000001], [12.95437, 77.68043000000002], [12.9578, 77.67263000000001], [12.958260000000001, 77.66643], [12.960350000000002, 77.66612], [12.968510000000002, 77.66039], [12.973990000000002, 77.65716], [12.976710000000002, 77.65485000000001], [12.977320000000002, 77.65488], [12.979170000000002, 77.65308], [12.9806, 77.65642], [12.98001, 77.65647], [12.97952, 77.66025], [12.977630000000001, 77.66016]]"
11/01/2019 04:10:11,4914.7,00:19:00,"[[12.94984, 77.68942], [12.95526, 77.68939], [12.954410000000001, 77.68009], [12.95771, 77.67302000000001], [12.95813, 77.66694000000001], [12.959280000000001, 77.66147000000001], [12.95902, 77.65812000000001], [12.95927, 77.65649], [12.95958, 77.65654]]"
11/01/2019 04:11:14,5761.4,00:21:06,"[[12.91928, 77.63435], [12.919640000000001, 77.63368], [12.920790000000002, 77.6339], [12.921010000000003, 77.6332], [12.924570000000003, 77.63409], [12.925460000000003, 77.63363], [12.925830000000003, 77.63457], [12.929420000000004, 77.6343], [12.929840000000004, 77.6336], [12.931030000000003, 77.63399], [12.931650000000003, 77.63336], [12.932210000000003, 77.63341], [12.933510000000004, 77.63217999999999], [12.934160000000004, 77.63273999999998], [12.935410000000005, 77.63144999999999], [12.936360000000004, 77.63231999999999], [12.938550000000005, 77.63279], [12.938790000000004, 77.63466], [12.939880000000004, 77.63614], [12.947270000000003, 77.64071], [12.948140000000004, 77.64059], [12.950070000000004, 77.6391], [12.951950000000004, 77.63989], [12.950100000000004, 77.64129], [12.947910000000004, 77.64373], [12.946000000000003, 77.64632], [12.946100000000003, 77.64679000000001]]"
